id,category,type,name,code,datasheet_url,photo_url,specifications,filters,created_at,updated_at
75cd5a63-2e22-48e0-9bc4-b54106a5fcc1,sensors-switches,temp-humid,TxT02 Temperature Sensor,TxT02-W-V10-1-1,https://neowave.tech/wp-content/uploads/2024/02/TxT02-2.pdf,,"[{""name"":""Model"",""options"":[{""code"":""W"",""label"":""Wall-mounted"",""value"":""TxT02W""},{""code"":""D"",""label"":""Duct type"",""value"":""TxT02D""},{""code"":""C"",""label"":""Clamp type"",""value"":""TxT02C""},{""code"":""S"",""label"":""Separated type"",""value"":""TxT02S""},{""code"":""P"",""label"":""Tube type/ water pipe type"",""value"":""TxT02P""}]},{""name"":""Temperature Output"",""options"":[{""code"":""V10"",""label"":""0~10VDC(3-wire)"",""value"":""TxT02V10""},{""code"":""A"",""label"":""4~20mA(2-wire)"",""value"":""TxT02A""},{""code"":""V5"",""label"":""0~5VDC(3 wire)"",""value"":""TxT02V5""},{""code"":""1"",""label"":""Pt100, ±0.2°C@0°C"",""value"":""TxT021""},{""code"":""2"",""label"":""Pt1000, ±0.2°C@0°C"",""value"":""TxT022""},{""code"":""3"",""label"":""NTC20K, ±0.4°C@25°C"",""value"":""TxT023""},{""code"":""4"",""label"":""Ni 1000, ±0.4°C@25°C"",""value"":""TxT024""},{""code"":""5"",""label"":""NTC10K-II,±0.4°C@25°C"",""value"":""TxT025""},{""code"":""6"",""label"":""NTC10K-III,±0.4°C@25°C"",""value"":""TxT026""},{""code"":""7"",""label"":""NTC10K-A,±0.4°C@25°C"",""value"":""TxT027""}]},{""name"":""Temperature Range"",""options"":[{""code"":""1"",""label"":""NO"",""value"":""TxT021""},{""code"":""2"",""label"":""0~50°C"",""value"":""TxT022""},{""code"":""3"",""label"":""20~60°C"",""value"":""TxT023""},{""code"":""9"",""label"":""Others (customerized)"",""value"":""TxT029""}]},{""name"":""Probe Length"",""options"":[{""code"":""1"",""label"":""65MM"",""value"":""TxT021""},{""code"":""2"",""label"":""100MM"",""value"":""TxT022""},{""code"":""3"",""label"":""150MM"",""value"":""TxT023""},{""code"":""4"",""label"":""200MM"",""value"":""TxT024""},{""code"":""9"",""label"":""Others (customerized)"",""value"":""TxT029""}]}]","[""temp-humid-duct"",""temp-humid-water"",""temp-humid-temperature-only""]",2025-08-01 05:40:59.464603+00,2025-08-01 05:40:59.464603+00
77d7739c-b943-4d73-826e-60c0990ff256,sensors-switches,air-quality,TxCDI35 Room Carbon Dioxide Sensor,TxCDI35-2-V5-1,https://neowave.tech/wp-content/uploads/2024/02/TxCDI35-1.pdf,,"[{""name"":"" Range"",""options"":[{""code"":""2"",""label"":""2000ppm "",""value"":""TxCDI352""},{""code"":""5"",""label"":""5000ppm "",""value"":""TxCDI355""}]},{""name"":"" Output"",""options"":[{""code"":""V5"",""label"":""0~5V"",""value"":""TxCDI35V5""},{""code"":""V10"",""label"":""0~10V"",""value"":""TxCDI35V10""},{""code"":""A"",""label"":""4-20mA"",""value"":""TxCDI35A""},{""code"":""RS"",""label"":""RS485Modbus"",""value"":""TxCDI35RS""}]},{""name"":""Display"",""options"":[{""code"":""1"",""label"":""Without Display"",""value"":""TxCDI351""},{""code"":""2"",""label"":""With Display"",""value"":""TxCDI352""}]}]","[""air-quality-co2"",""air-quality-indoor""]",2025-08-03 12:41:42.964882+00,2025-08-03 12:41:42.964882+00
7d522e41-564b-4fdd-b2f7-022d521901d0,sensors-switches,temp-humid,"TxTHI28 Indoor Temperature Humidity Sensor ",TxTHI28-3-V10-V10-1-1,,https://nddqd8srfmalk8mk.public.blob.vercel-storage.com/TxTHI28%20IMAGE-WRgLeklaTa0gSG3oRApVAqhq6LZruk.jpg,"[{""name"":""Accuracy Range"",""options"":[{""code"":""3"",""label"":""±3%RH(±0.5°C)"",""value"":""TxTHI283""}]},{""name"":""Humidity Output"",""options"":[{""code"":""V10"",""label"":""0~10VDC(3-wire)"",""value"":""TxTHI28V10""},{""code"":""A"",""label"":""4~20mA(2-wire)"",""value"":""TxTHI28A""},{""code"":""RS"",""label"":""RS485/Modbus"",""value"":""TxTHI28RS""},{""code"":""N"",""label"":""No output"",""value"":""TxTHI28N""}]},{""name"":""Temperature Output"",""options"":[{""code"":""V10"",""label"":""0~10VDC(3-wire)"",""value"":""TxTHI28V10""},{""code"":""A"",""label"":""4~20mA(2-wire)"",""value"":""TxTHI28A""},{""code"":""RS"",""label"":""RS485/Modbus"",""value"":""TxTHI28RS""},{""code"":""N"",""label"":""No output"",""value"":""TxTHI28N""},{""code"":""1"",""label"":""Pt100, ±0.2°C@0°C"",""value"":""TxTHI281""},{""code"":""2"",""label"":""Pt1000, ±0.2°C@0°C"",""value"":""TxTHI282""},{""code"":""3"",""label"":""NTC10K, ±0.4°C@25°C"",""value"":""TxTHI283""},{""code"":""4"",""label"":""NTC20K, ±0.4°C@25°C"",""value"":""TxTHI284""}]},{""name"":""Temperature Range"",""options"":[{""code"":""1"",""label"":""NO"",""value"":""TxTHI281""},{""code"":""2"",""label"":""0~50°C"",""value"":""TxTHI282""},{""code"":""3"",""label"":""-20~60°C"",""value"":""TxTHI283""},{""code"":""9"",""label"":""Others (customerized)"",""value"":""TxTHI289""}]},{""name"":""Display"",""options"":[{""code"":""1"",""label"":""without display"",""value"":""TxTHI281""},{""code"":""2"",""label"":""with display"",""value"":""TxTHI282""}]}]","[""temp-humid-indoor"",""temp-humid-temperature-&-humidity""]",2025-08-01 04:59:54.854198+00,2025-08-01 04:59:54.854198+00
8eb48aac-c32c-45fb-9043-785967b4b561,sensors-switches,temp-humid,"TxTH05 Temperature and Humidity Sensor – Duct & Wall ",TxTH05-W-2-V10-V10-1-1,https://neowave.tech/wp-content/uploads/2024/02/TxTH05-2.pdf,,"[{""name"":""Model"",""options"":[{""code"":""W"",""label"":""Wall-mounted"",""value"":""TxTH05W""},{""code"":""D"",""label"":""Duct"",""value"":""TxTH05D""},{""code"":""S"",""label"":""Split"",""value"":""TxTH05S""}]},{""name"":""Accuracy Range"",""options"":[{""code"":""2"",""label"":""±2%RH(0.3℃)"",""value"":""TxTH052""},{""code"":""3"",""label"":""±3%RH(0.3℃)"",""value"":""TxTH053""}]},{""name"":""Humidity Output"",""options"":[{""code"":""V10"",""label"":""0~10VDC(3-wire)"",""value"":""TxTH05V10""},{""code"":""A"",""label"":""4~20mA(2-wire)"",""value"":""TxTH05A""},{""code"":""RS"",""label"":""RS485/Modbus"",""value"":""TxTH05RS""}]},{""name"":""Temperature Output"",""options"":[{""code"":""V10"",""label"":""0~10VDC(3-wire)"",""value"":""TxTH05V10""},{""code"":""A"",""label"":""4~20mA(2-wire)"",""value"":""TxTH05A""},{""code"":""RS"",""label"":""RS485/Modbus"",""value"":""TxTH05RS""},{""code"":""1"",""label"":""Pt100, ±0.2°C@0°C"",""value"":""TxTH051""},{""code"":""2"",""label"":""Pt1000, ±0.2°C@0°C "",""value"":""TxTH052""},{""code"":""3"",""label"":""NTC20K，±0.4℃@25℃"",""value"":""TxTH053""},{""code"":""4"",""label"":""Ni 1000，±0.4℃@25℃"",""value"":""TxTH054""},{""code"":""5"",""label"":""NTC10K-II, ±0.4℃@25℃"",""value"":""TxTH055""},{""code"":""6"",""label"":""NTC10K-III, ±0.4℃@25℃"",""value"":""TxTH056""},{""code"":""7"",""label"":""NTC10K-A, ±0.4℃@25℃"",""value"":""TxTH057""}]},{""name"":""Temperature  Range"",""options"":[{""code"":""1"",""label"":""NO "",""value"":""TxTH051""},{""code"":""2"",""label"":""0~50°C"",""value"":""TxTH052""},{""code"":""3"",""label"":""-20~60°C"",""value"":""TxTH053""},{""code"":""9"",""label"":""Others ( customerized)"",""value"":""TxTH059""}]},{""name"":""Display Mode"",""options"":[{""code"":""1"",""label"":""No display"",""value"":""TxTH051""},{""code"":""2"",""label"":""LCD display"",""value"":""TxTH052""}]}]","[""temp-humid-temperature-&-humidity"",""temp-humid-duct"",""temp-humid-wall-mounted-1754035693612""]",2025-08-01 08:22:25.761437+00,2025-08-01 08:22:25.761437+00
91e3c011-048b-4252-bb88-7793185c52d6,sensors-switches,temp-humid,TxTHM98 Magnetic Temperature & Humidity Sensor,TxTHM98-1,https://neowave.tech/wp-content/uploads/2025/03/TxTHM98.pdf,,"[{""name"":""Display"",""options"":[{""code"":""1"",""label"":""Without Dispaly"",""value"":""TxTHM981""},{""code"":""2"",""label"":""With Dispaly"",""value"":""TxTHM982""}]}]","[""temp-humid-indoor"",""temp-humid-temperature-&-humidity""]",2025-08-02 06:30:20.881957+00,2025-08-02 06:30:20.881957+00
96e32964-2d82-4765-b1ca-2168f40a8a41,sensors-switches,air-quality,AQS117 Smart Air Quality Controller,AQS117-.,https://neowave.tech/wp-content/uploads/2025/05/AQS117.pdf,,"[{""name"":""."",""options"":[{""code"":""."",""label"":""."",""value"":"".""},{""code"":""."",""label"":""."",""value"":"".""}]}]","[""air-quality-all-quality-sensor-1754238848177"",""air-quality-wall-mounted""]",2025-08-03 16:37:35.867007+00,2025-08-03 16:37:35.867007+00
a5e53b14-00ad-45fc-af47-3755d949d689,sensors-switches,temp-humid,TxT93-XP Room Temperature Sensor,TxT93-XP-1-1-B,,,"[{""name"":""Communication Options"",""options"":[{""code"":""1"",""label"":""Modbus RS485"",""value"":""TxT93-XP1""},{""code"":""2"",""label"":""BACnet MS/TP"",""value"":""TxT93-XP2""}]},{""name"":""Interface Options"",""options"":[{""code"":""1"",""label"":""No Interface"",""value"":""TxT93-XP1""},{""code"":""2"",""label"":""LCD Colour Display"",""value"":""TxT93-XP2""}]},{""name"":""Colour Options"",""options"":[{""code"":""B"",""label"":""Black"",""value"":""TxT93-XPB""},{""code"":""W"",""label"":""White"",""value"":""TxT93-XPW""}]}]","[""temp-humid-indoor"",""temp-humid-temperature-only""]",2025-08-03 17:48:58.03626+00,2025-08-03 17:48:58.03626+00
af67b9eb-f2ce-4815-bd99-806482af20eb,sensors-switches,temp-humid,TxTH29 Temperature & Humidity Sensor,TxTH29-W-3-V10-V10-1-1,https://neowave.tech/wp-content/uploads/2024/09/TxTHE29.pdf,,"[{""name"":""Model"",""options"":[{""code"":""W"",""label"":""Wall-mounted"",""value"":""TxTH29W""},{""code"":""D"",""label"":""Duct"",""value"":""TxTH29D""},{""code"":""S"",""label"":""Split"",""value"":""TxTH29S""}]},{""name"":""Accuracy Range"",""options"":[{""code"":""3"",""label"":""±3%RH(±0.5°C)"",""value"":""TxTH293""}]},{""name"":""Humidity Output"",""options"":[{""code"":""V10"",""label"":""0~10VDC(3-wire"",""value"":""TxTH29V10""},{""code"":""A"",""label"":""4~20mA(2-wire)"",""value"":""TxTH29A""},{""code"":""RS"",""label"":""RS485/Modbus"",""value"":""TxTH29RS""}]},{""name"":""Temperature Output"",""options"":[{""code"":""V10"",""label"":""0~10VDC(3-wire"",""value"":""TxTH29V10""},{""code"":""A"",""label"":""4~20mA(2-wire)"",""value"":""TxTH29A""},{""code"":""RS"",""label"":""RS485/Modbus"",""value"":""TxTH29RS""},{""code"":""1"",""label"":""Pt100, ±0.2°C@0°C"",""value"":""TxTH291""},{""code"":""2"",""label"":""Pt1000, ±0.2°C@0°C "",""value"":""TxTH292""},{""code"":""3"",""label"":""NTC10K，±0.4℃@25℃"",""value"":""TxTH293""},{""code"":""4"",""label"":""NTC20K，±0.4℃@25℃"",""value"":""TxTH294""}]},{""name"":""Temperature Range"",""options"":[{""code"":""1"",""label"":""NO "",""value"":""TxTH291""},{""code"":""2"",""label"":""0~50°C"",""value"":""TxTH292""},{""code"":""3"",""label"":""-20~60°C"",""value"":""TxTH293""},{""code"":""9"",""label"":""Others (customerized)"",""value"":""TxTH299""}]},{""name"":""Display"",""options"":[{""code"":""1"",""label"":""No display"",""value"":""TxTH291""},{""code"":""2"",""label"":""LCD display"",""value"":""TxTH292""}]}]","[""temp-humid-duct"",""temp-humid-wall-mounted-1754035693612"",""temp-humid-temperature-&-humidity"",""temp-humid-outdoor""]",2025-08-02 05:30:43.328942+00,2025-08-02 05:30:43.328942+00
c15fb81b-7a39-4f5d-97be-78134c6f0137,sensors-switches,temp-humid,TxTH91-XP Room Humidity and Temperature Sensor,TxTH91-XP-1-1-B,,,"[{""name"":""Communication Options"",""options"":[{""code"":""1"",""label"":""MOD Modbus RS485 "",""value"":""TxTH91-XP1""},{""code"":""2"",""label"":""BAC BACnet MS/TP "",""value"":""TxTH91-XP2""}]},{""name"":""Interface Options"",""options"":[{""code"":""1"",""label"":""No Interface "",""value"":""TxTH91-XP1""},{""code"":""2"",""label"":""Color Display"",""value"":""TxTH91-XP2""}]},{""name"":""Color Option"",""options"":[{""code"":""B"",""label"":""Black"",""value"":""TxTH91-XP1""},{""code"":""W"",""label"":""White"",""value"":""TxTH91-XP2""}]}]","[""temp-humid-temperature-&-humidity"",""temp-humid-indoor""]",2025-08-03 17:34:07.026044+00,2025-08-03 17:34:07.026044+00
c21bb045-1599-4866-9deb-63c6146c2d51,sensors-switches,temp-humid,CTH27 Indoor Temperature Humidity Controller,CTH27-3-V10-V10-1-2-1,https://neowave.tech/wp-content/uploads/2025/02/CTH27-1.pdf,,"[{""name"":""Accuracy Range"",""options"":[{""code"":""3"",""label"":""±3%RH(±0.5°C)"",""value"":""CTH273""}]},{""name"":""Humidity Output"",""options"":[{""code"":""V10"",""label"":""0~10VDC(3-wire)"",""value"":""CTH27V10""},{""code"":""RS"",""label"":""RS485/Modbus"",""value"":""CTH27RS""}]},{""name"":""Temperature Output"",""options"":[{""code"":""V10"",""label"":""0~10VDC(3-wire)"",""value"":""CTH27V10""},{""code"":""RS"",""label"":""RS485/Modbus"",""value"":""CTH27RS""},{""code"":""1"",""label"":""Pt100, ±0.2°C@0°C"",""value"":""CTH271""},{""code"":""2"",""label"":""Pt1000, ±0.2°C@0°C "",""value"":""CTH272""},{""code"":""3"",""label"":""NTC10K, ±0.4°C@25°C"",""value"":""CTH273""},{""code"":""4"",""label"":""NTC20K, ±0.4°C@25°C"",""value"":""CTH274""}]},{""name"":""Temperature  Range"",""options"":[{""code"":""1"",""label"":""NO "",""value"":""CTH271""},{""code"":""2"",""label"":""0~50°C"",""value"":""CTH272""},{""code"":""3"",""label"":""-20~60°C"",""value"":""CTH273""},{""code"":""9"",""label"":""Others ( customerized)"",""value"":""CTH279""}]},{""name"":""Display"",""options"":[{""code"":""2"",""label"":""Setting button, backlight LCD display with unit"",""value"":""CTH272""}]},{""name"":""Alarm and relay"",""options"":[{""code"":""1"",""label"":""Alarm only"",""value"":""CTH271""},{""code"":""2"",""label"":""Relay only"",""value"":""CTH272""},{""code"":""3"",""label"":""Alarm and relay"",""value"":""CTH273""}]}]","[""temp-humid-temperature-&-humidity"",""temp-humid-indoor""]",2025-08-02 06:04:22.465342+00,2025-08-02 06:04:22.465342+00
cabe7a09-9354-4524-a7f6-c45480782d19,sensors-switches,air-quality,TxDI36 Room Dust PM2.5&PM10 Sensor/Controller,TxDI36-AV2-1-1,,,"[{""name"":""Type"",""options"":[{""code"":""AV2"",""label"":""4~20mA&0~~10V@PM2.5 "",""value"":""TxDI36AV2""},{""code"":""AV10"",""label"":""4~20mA&0~10V@PM10 "",""value"":""TxDI36AV10""},{""code"":""RS"",""label"":""RS485Modbus"",""value"":""TxDI36RS""}]},{""name"":""Display Button "",""options"":[{""code"":""1"",""label"":""Without display button "",""value"":""TxDI361""},{""code"":""2"",""label"":""With display button "",""value"":""TxDI362""}]},{""name"":""Relay & buzzer (optional when equipped with display button"",""options"":[{""code"":""1"",""label"":""No"",""value"":""TxDI361""},{""code"":""2"",""label"":""1xSPDT "",""value"":""TxDI362""},{""code"":""3"",""label"":""1xSPDT+1xbuzzer "",""value"":""TxDI363""}]}]","[""air-quality-indoor"",""air-quality-dust-1754225814812""]",2025-08-03 15:59:50.216465+00,2025-08-03 15:59:50.216465+00
d5fb3ef7-e56e-4976-8c24-3aed6586b00f,sensors-switches,air-quality,TxCDD34 Duct Carbon Dioxide Sensor,TxCDD34-2-V5,https://neowave.tech/wp-content/uploads/2024/02/TxCDD34-1.pdf,,"[{""name"":"" Range"",""options"":[{""code"":""2"",""label"":""2000ppm "",""value"":""TxCDD342""},{""code"":""5"",""label"":""5000ppm "",""value"":""TxCDD345""}]},{""name"":"" Output"",""options"":[{""code"":""V5"",""label"":""0~5V"",""value"":""TxCDD34V5""},{""code"":""V10"",""label"":"" 0~10V"",""value"":""TxCDD34V10""},{""code"":""A"",""label"":""4-20mA"",""value"":""TxCDD34A""},{""code"":""RS"",""label"":""RS485Modbus"",""value"":""TxCDD34RS""}]}]","[""air-quality-co2"",""air-quality-duct-mounted""]",2025-08-03 12:31:53.199947+00,2025-08-03 12:31:53.199947+00
e69309f0-42d5-4354-96b0-6d684999c9fc,sensors-switches,air-quality,TxTCD92-XP Room CO2 and Temperature Sensor,TxTCD92-XP-1-1-B,,,"[{""name"":""Communication Options"",""options"":[{""code"":""1"",""label"":""Modbus RS485"",""value"":""TxTCD92-XP1""},{""code"":""2"",""label"":""BACnet MS/TP"",""value"":""TxTCD92-XP2""}]},{""name"":""Interface Options"",""options"":[{""code"":""1"",""label"":""No Interface"",""value"":""TxTCD92-XP1""},{""code"":""2"",""label"":""Colour Display"",""value"":""TxTCD92-XP2""}]},{""name"":""Colour Options"",""options"":[{""code"":""B"",""label"":""Black"",""value"":""TxTCD92-XPB""},{""code"":""W"",""label"":""White"",""value"":""TxTCD92-XPW""}]}]","[""air-quality-co2"",""air-quality-indoor""]",2025-08-03 17:31:32.844296+00,2025-08-03 17:31:32.844296+00
e75b3e8f-de70-4fa0-b152-fa78bdb20f28,sensors-switches,temp-humid,TxTHO23 Outdoor Temperature And Humidity Sensor,TxTHO23-3-V10-V10-1,https://neowave.tech/wp-content/uploads/2024/09/TxTHO23.pdf,,"[{""name"":""Accuracy Range"",""options"":[{""code"":""3"",""label"":""±3%RH(±0.5°C)"",""value"":""TxTHO233""}]},{""name"":""Humidity Output"",""options"":[{""code"":""V10"",""label"":""0~10VDC(3-wire)"",""value"":""TxTHO23V10""},{""code"":""A"",""label"":""4~20mA(2-wire)"",""value"":""TxTHO23A""},{""code"":""RS"",""label"":""RS485/Modbus"",""value"":""TxTHO23RS""}]},{""name"":""Temperature Output"",""options"":[{""code"":""V10"",""label"":""0~10VDC(3-wire)"",""value"":""TxTHO23V10""},{""code"":""A"",""label"":""4~20mA(2-wire)"",""value"":""TxTHO23A""},{""code"":""RS"",""label"":""RS485/Modbus"",""value"":""TxTHO23RS""},{""code"":""1"",""label"":""Pt100, ±0.2°C@0°C"",""value"":""TxTHO231""},{""code"":""2"",""label"":""Pt1000, ±0.2°C@0°C "",""value"":""TxTHO232""},{""code"":""3"",""label"":""NTC10K, ±0.4°C@25°C"",""value"":""TxTHO233""},{""code"":""4"",""label"":""NTC20K, ±0.4°C@25°C"",""value"":""TxTHO234""}]},{""name"":""Temperature  Range"",""options"":[{""code"":""1"",""label"":""NO "",""value"":""TxTHO231""},{""code"":""2"",""label"":""0~50°C"",""value"":""TxTHO232""},{""code"":""3"",""label"":""-20~60°C"",""value"":""TxTHO233""},{""code"":""9"",""label"":""Others ( customerized)"",""value"":""TxTHO239""}]}]","[""temp-humid-outdoor"",""temp-humid-temperature-&-humidity""]",2025-08-02 05:43:39.969768+00,2025-08-02 05:43:39.969768+00
ea4de303-8925-458b-b4a9-cc5809be099d,sensors-switches,temp-humid,TxTHAC95 High Accuracy Temperature & Humidity Sensor,TxTHAC95-W-2-V10-V10-1-1,https://neowave.tech/wp-content/uploads/2025/03/TxTHAC95.pdf,,"[{""name"":""Model"",""options"":[{""code"":""W"",""label"":""Wall-mounted"",""value"":""TxTHAC95W""},{""code"":""D"",""label"":""Duct"",""value"":""TxTHAC95D""},{""code"":""S"",""label"":""Split"",""value"":""TxTHAC95S""}]},{""name"":""Accuracy Range"",""options"":[{""code"":""2"",""label"":""±2%RH(0.3℃)"",""value"":""TxTHAC952""}]},{""name"":""Humidity Output"",""options"":[{""code"":""V10"",""label"":""0~10VDC(3-wire)"",""value"":""TxTHAC95V10""},{""code"":""A"",""label"":""4~20mA(2-wire)"",""value"":""TxTHAC95A""},{""code"":""RS"",""label"":""RS485/Modbus"",""value"":""TxTHAC95RS""}]},{""name"":""Temperature Output"",""options"":[{""code"":""V10"",""label"":""0~10VDC(3-wire)"",""value"":""TxTHAC95V10""},{""code"":""A"",""label"":""4~20mA(2-wire)"",""value"":""TxTHAC95A""},{""code"":""RS"",""label"":""RS485/Modbus"",""value"":""TxTHAC95RS""},{""code"":""1"",""label"":""Pt100, ±0.2°C@0°C"",""value"":""TxTHAC951""},{""code"":""2"",""label"":""Pt1000, ±0.2°C@0°C "",""value"":""TxTHAC952""},{""code"":""3"",""label"":""NTC10K，±0.4℃@25℃"",""value"":""TxTHAC953""},{""code"":""4"",""label"":""NTC20K，±0.4℃@25℃"",""value"":""TxTHAC954""}]},{""name"":""Temperature  Range"",""options"":[{""code"":""1"",""label"":""NO "",""value"":""TxTHAC951""},{""code"":""2"",""label"":""0~50°C"",""value"":""TxTHAC952""},{""code"":""3"",""label"":""-20~60°C"",""value"":""TxTHAC953""},{""code"":""9"",""label"":""Others ( customerized)"",""value"":""TxTHAC959""}]},{""name"":""Display Mode"",""options"":[{""code"":""1"",""label"":""Without Display"",""value"":""TxTHAC951""},{""code"":""2"",""label"":""With Display"",""value"":""TxTHAC952""}]}]","[""temp-humid-temperature-&-humidity""]",2025-08-02 08:12:48.11995+00,2025-08-02 08:12:48.11995+00
f6a480cf-eaa8-45bf-891b-c3f4f8bd38b2,sensors-switches,air-quality,TxCDT380 Carbon Dioxide (CO2)/Temperature Sensor,TxCDT380-W-VA-VA-1,https://neowave.tech/wp-content/uploads/2024/03/TxCDT380WD-1.pdf,,"[{""name"":""Model"",""options"":[{""code"":""W"",""label"":""Wall -Room CO2 / Temp. Sensor"",""value"":""TxCDT380W""},{""code"":""D"",""label"":""Duct mount CO2 /Temp. Sensor"",""value"":""TxCDT380D""}]},{""name"":""CO2 Output"",""options"":[{""code"":""VA"",""label"":""4~20mA/0~10VDC"",""value"":""TxCDT380VA""},{""code"":""RS"",""label"":""RS485/Modbus"",""value"":""TxCDT380RS""}]},{""name"":""Temp. Output"",""options"":[{""code"":""VA"",""label"":""4~20mA / 0~10VDC"",""value"":""TxCDT380VA""},{""code"":""RS"",""label"":""RS485/Modbus"",""value"":""TxCDT380RS""},{""code"":""1"",""label"":""PT1000, ±0.2°C @25°C"",""value"":""TxCDT3801""},{""code"":""2"",""label"":""PT100, ±0.2°C @25°C"",""value"":""TxCDT3802""},{""code"":""3"",""label"":""NTC20K, ±0.2°C @25°C"",""value"":""TxCDT3803""},{""code"":""4"",""label"":""Ni1000, ±0.5°C @25°C"",""value"":""TxCDT3804""},{""code"":""5"",""label"":""NTC10K-II, ±0.2°C @25°C"",""value"":""TxCDT3805""},{""code"":""6"",""label"":""NTC10K-III, ±0.3°C @25°C"",""value"":""TxCDT3806""},{""code"":""7"",""label"":""NTC10K-A, ±0.3°C @25°C"",""value"":""TxCDT3807""}]},{""name"":""Display (TxCDT380W)"",""options"":[{""code"":""1"",""label"":""N/A"",""value"":""TxCDT3801""},{""code"":""2"",""label"":""LCD"",""value"":""TxCDT3802""}]}]","[""air-quality-co2"",""air-quality-wall-mounted"",""air-quality-duct-mounted""]",2025-08-03 16:13:04.099621+00,2025-08-03 16:13:04.099621+00
